time,open,high,low,close,tick_volume,spread,real_volume
2024-07-27 16:17:00,68781.24,68803.48,68750.07,68760.06,104,0,0
2024-07-27 16:18:00,68766.46,68805.49,68766.46,68800.6,66,0,0
2024-07-27 16:19:00,68804.26,68881.76,68804.26,68852.66,110,0,0
2024-07-27 16:20:00,68850.5,68889.24,68819.56,68819.56,106,0,0
2024-07-27 16:21:00,68815.75,68853.79,68762.07,68845.0,103,0,0
2024-07-27 16:22:00,68841.45,68841.45,68773.84,68801.31,101,0,0
2024-07-27 16:23:00,68799.34,68846.99,68773.86,68803.33,94,0,0
2024-07-27 16:24:00,68802.63,68844.14,68802.33,68832.02,77,0,0
2024-07-27 16:25:00,68834.35,68901.34,68821.26,68865.9,94,0,0
2024-07-27 16:26:00,68864.03,68978.25,68864.03,68966.17,111,0,0
2024-07-27 16:27:00,68965.3,68975.88,68950.18,68952.4,69,0,0
2024-07-27 16:28:00,68952.96,68959.11,68936.22,68936.67,62,0,0
2024-07-27 16:29:00,68936.11,68965.04,68908.01,68950.1,87,0,0
2024-07-27 16:30:00,68942.08,68987.37,68926.94,68981.3,82,0,0
2024-07-27 16:31:00,68977.05,69013.5,68977.05,68992.76,77,0,0
2024-07-27 16:32:00,68996.42,69021.19,68972.14,69007.92,88,0,0
2024-07-27 16:33:00,69007.13,69018.94,68941.83,68947.71,78,0,0
2024-07-27 16:34:00,68952.22,68976.57,68872.42,68875.01,91,0,0
2024-07-27 16:35:00,68877.99,68914.58,68859.38,68908.2,73,0,0
2024-07-27 16:36:00,68910.96,68974.18,68910.96,68949.49,87,0,0
2024-07-27 16:37:00,68950.82,68962.33,68914.96,68948.51,76,0,0
2024-07-27 16:38:00,68948.22,68953.58,68931.99,68953.58,62,0,0
2024-07-27 16:39:00,68957.2,68971.6,68942.99,68942.99,62,0,0
2024-07-27 16:40:00,68940.39,68950.86,68932.94,68944.24,66,0,0
2024-07-27 16:41:00,68945.12,69000.87,68943.34,68979.47,86,0,0
2024-07-27 16:42:00,68979.68,68981.83,68938.51,68975.85,73,0,0
2024-07-27 16:43:00,68974.64,69000.74,68918.43,68918.43,84,0,0
2024-07-27 16:44:00,68914.07,68914.07,68845.32,68867.89,91,0,0
2024-07-27 16:45:00,68868.13,68913.61,68799.51,68799.51,97,0,0
2024-07-27 16:46:00,68803.11,68834.69,68747.79,68753.0,104,0,0
2024-07-27 16:47:00,68759.57,68781.69,68705.69,68751.65,89,67,0
2024-07-27 16:48:00,68751.04,68760.11,68642.54,68665.5,108,92,0
2024-07-27 16:49:00,68668.72,68761.98,68641.32,68736.98,112,0,0
2024-07-27 16:50:00,68734.84,68766.56,68709.97,68714.15,90,0,0
2024-07-27 16:51:00,68718.58,68739.22,68686.7,68721.72,89,0,0
2024-07-27 16:52:00,68723.96,68739.36,68687.89,68695.44,89,0,0
2024-07-27 16:53:00,68699.26,68780.3,68699.26,68756.64,119,0,0
2024-07-27 16:54:00,68761.09,68835.37,68753.94,68775.8,113,0,0
2024-07-27 16:55:00,68776.67,68776.67,68721.58,68723.16,76,0,0
2024-07-27 16:56:00,68723.52,68748.22,68714.49,68714.49,68,0,0
2024-07-27 16:57:00,68712.27,68743.86,68658.21,68719.28,97,0,0
2024-07-27 16:58:00,68722.11,68754.56,68693.14,68754.56,79,0,0
2024-07-27 16:59:00,68756.75,68759.77,68679.14,68696.04,80,0,0
2024-07-27 17:00:00,68698.86,68714.41,68670.91,68677.78,78,316,0
2024-07-27 17:01:00,68675.94,68694.83,68609.31,68659.8,100,356,0
2024-07-27 17:02:00,68661.65,68751.74,68661.65,68729.76,109,35,0
2024-07-27 17:03:00,68726.32,68729.0,68689.05,68693.0,84,34,0
2024-07-27 17:04:00,68692.04,68750.25,68673.45,68742.59,113,41,0
